entry_ts,msg_id,instrument,direction,entry,stop,tp1,tp2,tp3,R_tp1_full_net,R_tp2_full_net,R_tp1half_tp2_net,R_trail_net,realized_R,text_tp_hit,outcome_type,vis_conf,chart_date
2026-06-08T01:42:40.742000+00:00,1513357566770679848,NQ,long,29087.75,29025.25,29142.25,29379.0,,,,,,,unclear,unclear,high,2026-06-07
2026-06-08T01:42:59.089000+00:00,1513357643723309196,NQ,long,29087.75,29025.25,29142.25,29379.0,,,,,,-0.5,none,stopped,high,2026-06-07
2026-06-08T08:35:14.179000+00:00,1513461390210371635,,,,,,,,,,,,,unclear,unclear,,
2026-06-08T14:31:04.036000+00:00,1513550938000850984,NQ,long,29527.0,29374.75,29769.25,,,-1.047,,,-1.047,,none,breakeven,high,2026-06-08
2026-06-09T14:01:09.295000+00:00,1513905798177361942,ES,long,7488.0,7474.25,7510.25,,,-1.042,,,-1.042,10,tp3,tp_hit,high,2026-06-09
2026-06-10T13:56:11.816000+00:00,1514266938325467230,NQ,long,29045.25,28851.0,29302.0,29633.25,,-1.037,-1.037,-1.037,-1.037,,none,breakeven,high,2026-06-10
2026-06-11T14:00:48.623000+00:00,1514630487203643523,NQ,long,28890,28810,29080.25,29250,,-1.089,-1.089,-1.089,-1.089,,none,breakeven,medium,2026-06-11
2026-06-11T15:11:06.868000+00:00,1514648179805519882,NQ,long,28741.0,28648.25,28940.0,29082.5,,2.069,3.605,0.996,-0.077,,none,breakeven,high,2026-06-11
2026-06-12T14:01:10.798000+00:00,1514992968078065695,NQ,long,29392.25,29258.75,29413.0,29500.0,29684.5,0.102,0.754,0.428,0.102,,none,breakeven,medium,2026-06-12
2026-06-12T15:22:04.131000+00:00,1515013324432080958,NQ,long,29700,29633,29723,29847,,0.237,-1.106,0.066,-0.106,-0.5,none,stopped,medium,2026-06-12
2026-06-15T14:04:02.347000+00:00,1516080851203526886,ES,long,7617.25,7606.75,7641.75,,,-1.055,,,-1.055,-0.5,none,explicit_r,high,
2026-06-15T14:30:01.774000+00:00,1516087391914295517,ES,long,7617.0,7605.5,7641.75,,,2.102,,,2.102,,tp1,tp_hit,high,2026-06-15
2026-06-15T23:54:42.260000+00:00,1516229496972247120,NQ,long,30831.0,30775.0,30913.75,30915.0,,-1.127,-1.127,-1.127,-1.127,-0.5,none,stopped,high,2026-06-15
2026-06-16T13:42:06.962000+00:00,1516437721944424499,NQ,long,30833.75,30750.75,30915.0,30974.25,,-1.086,-1.086,-1.086,-1.086,,none,stopped,medium,2026-06-16
2026-06-16T14:53:04.459000+00:00,1516455579181121609,ES,long,7617.5,7607.5,7636.75,,,-1.058,,,-1.058,-2,none,stopped,high,
2026-06-17T14:15:08.852000+00:00,1516808422459314189,ES,long,7591.0,7582.25,7598.0,7600.0,7612.75,0.734,0.962,0.848,0.734,,none,breakeven,high,2026-06-17
2026-06-17T14:55:01.669000+00:00,1516818458661359769,NQ,long,30424.5,30337.75,30586.75,,,-1.082,,,-1.082,,none,unclear,high,2026-06-17
2026-06-18T17:30:03.454000+00:00,1517219861040857240,NQ,long,30707.0,30679.0,30750.5,,,-1.254,,,-1.254,,none,breakeven,high,2026-06-18
2026-06-18T17:44:09.767000+00:00,1517223410734862337,NQ,long,30722.0,30692.5,30750.75,30791.25,,-1.241,-1.241,-1.241,-1.241,-1,none,stopped,high,2026-06-18
