Date, Time, Open, High, Low, Last, Volume
2026-6-16, 02:54:00.000000, 7624.25, 7624.25, 7623.50, 7623.75, 239
2026-6-16, 02:55:00.000000, 7623.75, 7625.00, 7623.75, 7624.50, 328
2026-6-16, 02:56:00.000000, 7624.50, 7624.50, 7623.25, 7623.50, 408
2026-6-16, 02:57:00.000000, 7623.75, 7624.50, 7623.50, 7623.75, 202
2026-6-16, 02:58:00.000000, 7623.75, 7624.25, 7623.50, 7623.75, 402
2026-6-16, 02:59:00.000000, 7623.50, 7624.75, 7623.25, 7624.50, 145
2026-6-16, 03:00:00.000000, 7624.50, 7625.00, 7622.75, 7623.50, 410
2026-6-16, 03:01:00.000000, 7623.50, 7625.25, 7623.25, 7625.25, 787
2026-6-16, 03:02:00.000000, 7625.50, 7626.50, 7625.50, 7626.25, 459
2026-6-16, 03:03:00.000000, 7626.00, 7627.00, 7625.75, 7626.75, 521
2026-6-16, 03:04:00.000000, 7626.75, 7627.00, 7626.25, 7626.50, 330
2026-6-16, 03:05:00.000000, 7626.75, 7627.50, 7626.50, 7626.75, 428
2026-6-16, 03:06:00.000000, 7626.75, 7627.50, 7625.50, 7627.25, 293
2026-6-16, 03:07:00.000000, 7627.25, 7630.25, 7627.25, 7630.00, 609
2026-6-16, 03:08:00.000000, 7630.25, 7630.25, 7628.75, 7629.00, 487
2026-6-16, 03:09:00.000000, 7628.75, 7629.75, 7628.50, 7629.00, 693
2026-6-16, 03:10:00.000000, 7629.00, 7630.25, 7628.75, 7630.25, 411
2026-6-16, 03:11:00.000000, 7630.00, 7630.00, 7628.50, 7629.00, 768
2026-6-16, 03:12:00.000000, 7629.00, 7629.50, 7628.75, 7629.00, 371
2026-6-16, 03:13:00.000000, 7628.75, 7628.75, 7628.00, 7628.75, 356
2026-6-16, 03:14:00.000000, 7628.50, 7628.50, 7626.00, 7626.75, 218
2026-6-16, 03:15:00.000000, 7626.75, 7628.00, 7626.25, 7628.00, 588
2026-6-16, 03:16:00.000000, 7628.00, 7628.50, 7627.25, 7627.75, 408
2026-6-16, 03:17:00.000000, 7627.50, 7627.75, 7626.00, 7626.00, 321
2026-6-16, 03:18:00.000000, 7626.25, 7626.50, 7625.00, 7625.75, 361
2026-6-16, 03:19:00.000000, 7625.75, 7626.75, 7625.75, 7626.50, 272
2026-6-16, 03:20:00.000000, 7626.50, 7626.50, 7625.25, 7625.25, 417
2026-6-16, 03:21:00.000000, 7625.25, 7625.50, 7624.00, 7624.75, 570
2026-6-16, 03:22:00.000000, 7624.50, 7626.00, 7624.50, 7626.00, 372
2026-6-16, 03:23:00.000000, 7626.00, 7626.50, 7625.50, 7625.75, 308
2026-6-16, 03:24:00.000000, 7625.75, 7626.25, 7624.75, 7625.00, 233
2026-6-16, 03:25:00.000000, 7625.25, 7625.75, 7624.25, 7624.50, 307
2026-6-16, 03:26:00.000000, 7624.75, 7625.75, 7624.50, 7625.00, 326
2026-6-16, 03:27:00.000000, 7625.00, 7625.75, 7624.50, 7625.25, 697
2026-6-16, 03:28:00.000000, 7625.75, 7626.00, 7625.25, 7625.25, 245
